403,Coltbridge Avenue,EH12 6AH,55.94698,-3.234828,15
404,Linksview House,EH6 6DP,55.9739116,-3.1703798,8
405,New Tower Place,EH15 1TS,55.9553619,-3.1136601,11
406,Laichpark Place,EH14 1UN,55.9287006,-3.250263,2
407,Viewcraig Gardens,EH8 9UN,55.947504,-3.1800344,17
408,Craigour Loan,EH17 7PJ,55.9148683,-3.1346755,16
409,Hillpark Court,EH4 7BE,55.9615939,-3.270216,4
410,Lochend Road South,EH7 6BR,55.9609774,-3.1582556,1
411,Oxgangs Farm Drive,EH13 9QG,55.9057696,-3.2291281,5
412,Shnadon Street,EH11 1QH,55.9335656,-3.231419,2
413,Muirhouse View,EH4 4SQ,55.9729939,-3.2625132,7
414,Ryehill Grove,EH6 8ET,55.9664685,-3.1593337,8
415,Duddingston Row,EH15 3ND,55.9402831,-3.1267048,11
416,Smiths Place,EH6 8NR,55.9673093,-3.1739355,12
