Street Name,Date,Time,Grade,Zone,Dogfoul,Vandalism,Graffiti,Weeds,Detritus,Fly Posting,Bin Count,Number Overflowing,Smoking,Drinks,Confectionery,Fast Food,Pedestrian Individual,Business,Domestic,Construction,Animal Faeces,Other
High Buckstone,28/04/2009,15:16,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Cairns Drive,28/04/2009,13:37,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Newmills Avenue,28/04/2009,13:30,B,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Chalmers Buildings,28/04/2009,15:30,C,2,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0
Upper Grove Place,28/04/2009,15:25,C,2,2,1,1,2,2,1,1,0,1,1,0,1,1,0,0,0,1,0
Hillview Cottages,28/04/2009,12:48,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Hillview Cottages,28/04/2009,12:51,B,3,1,1,1,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0
Additson Farm Road,28/04/2009,12:56,B,4,1,1,1,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0
Additson Farm Road,28/04/2009,12:58,B,4,1,1,1,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0
Nether Currie Road,28/04/2009,14:05,B,3,1,1,1,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Muir Wood Crescent,28/04/2009,14:11,B,3,2,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,1,0
East Comiston,28/04/2009,15:04,B,3,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Foulis Crescent,28/04/2009,13:53,B,3,1,1,1,2,2,1,0,0,1,1,0,1,1,0,1,0,0,0
Redford Loan,28/04/2009,14:25,B,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Redford Loan,28/04/2009,14:30,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Baberton Crescent,28/04/2009,13:45,B,3,1,1,1,2,2,1,0,0,1,0,0,1,1,0,1,0,0,0
Baberton Crescent,28/04/2009,13:44,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Stewart Avenue,28/04/2009,13:31,B,3,1,1,1,3,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Harlaw March,28/04/2009,13:12,B,3,1,1,1,2,3,1,0,0,0,1,0,1,1,0,0,0,0,0
Elliot Place,28/04/2009,14:44,B,3,1,1,1,2,3,1,0,0,0,1,0,1,1,0,0,0,0,0
Stark's Cottages,28/04/2009,14:52,B,3,2,1,1,3,2,1,0,0,1,1,0,1,1,0,0,0,1,0
Shandwick Place,05/05/2009,11:39,B,1,1,1,1,1,2,1,2,0,1,0,0,0,1,0,0,0,0,0
Canning Street,05/05/2009,11:40,B,1,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Carrubers Close,05/05/2009,16:00,C,1,1,1,1,3,1,1,0,0,1,0,1,0,1,0,0,0,1,0
Scotsman Steps,05/05/2009,15:00,C,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Torphichen Street,05/05/2009,11:48,A,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
Darnaway Street,05/05/2009,12:25,B,2,1,1,1,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Manor Place,01/05/2009,11:09,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Broughton Place Lane,01/05/2009,14:47,B,2,1,1,1,3,3,1,0,0,1,0,1,0,1,0,0,0,0,0
Rosebery Crescent Lane,01/05/2009,11:01,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Forres Street,01/05/2009,14:17,B,2,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
High Riggs,24/06/2009,11:05,B,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
Guthrie Street,24/06/2009,11:46,B,1,1,1,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Bread Street Lane,24/06/2009,11:13,C,1,1,1,1,3,1,1,0,0,1,1,1,1,1,0,0,0,0,0
South St. David Street,24/06/2009,12:02,B,1,1,1,1,2,2,2,0,0,0,1,1,0,1,0,0,0,0,0
Carlton Terrace Lane,24/06/2009,13:30,B,1,1,1,1,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0
Scotland Street Lane,24/06/2009,12:16,B,1,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Semple Street,24/06/2009,11:21,B,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Lochrin Terrace,18/06/2009,11:07,C,2,1,1,1,2,3,1,0,0,1,0,1,1,1,0,0,0,0,0
New Arthur Place,18/06/2009,11:18,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hatton Place,18/06/2009,11:28,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Dalrymple Crescent,18/06/2009,11:31,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
South Lauder Road,18/06/2009,11:37,B,3,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0
Ventor Terrace,18/06/2009,11:41,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Marchhall Crescent,18/06/2009,11:47,B,3,1,1,1,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0
Plewlands Crescent,18/06/2009,12:21,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Riselaw Crescent,18/06/2009,12:34,A,3,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Morningside Road,18/06/2009,12:34,B,2,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Morningside Road,18/06/2009,12:43,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Morningside Road,18/06/2009,12:46,C,2,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0
Mortonhall Park Gardens,18/06/2009,13:12,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,1,0,0,0,0
Mortonhall Park Crescent,18/06/2009,13:18,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Janefield,18/06/2009,13:22,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gilmerton Dykes Grove,18/06/2009,13:28,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gilmerton Dykes Place,18/06/2009,13:30,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Gilmerton Road,18/06/2009,13:33,C,3,1,1,1,1,2,1,0,0,0,1,0,1,1,1,0,0,0,0
Gilmerton Road,18/06/2009,13:37,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Moredunvale Loan Path,18/06/2009,13:41,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Gilmerton Road,18/06/2009,13:46,C,3,1,1,1,1,2,1,0,0,1,0,1,1,1,0,0,0,0,0
Gilmerton Road,18/06/2009,13:50,B,3,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0
Gilmerton Road,18/06/2009,13:53,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Craigentinny Crescent,23/06/2009,10:05,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Britwell Crescent,23/06/2009,10:11,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Dalgety Avenue,23/06/2009,10:20,B,2,1,1,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0
Meadowbank Avenue,23/06/2009,10:24,B,2,1,1,1,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0
Duddingston Square West,23/06/2009,10:34,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Milton Gardens South,23/06/2009,10:43,B,3,1,1,1,3,2,1,0,0,0,2,0,0,1,0,0,0,0,0
Brand Drive,23/06/2009,10:49,B,3,1,1,1,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Brunstane Road North,23/06/2009,11:39,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kings Place,23/06/2009,11:59,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Ferry Road - Shops Service Road,30/06/2009,10:30,B,3,2,2,2,4,2,1,0,0,1,1,1,1,1,1,0,0,1,0
Wester Drylaw Place,30/06/2009,10:43,C,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Wester Drylaw Place,30/06/2009,10:50,C,3,2,2,2,3,2,1,0,0,1,1,1,0,1,0,0,0,1,0
Wardieburn Place South,30/06/2009,11:03,C,3,2,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,1,0
Grierson Crescent,30/06/2009,11:15,B,3,1,1,1,3,2,1,0,0,1,1,1,0,1,0,1,0,0,0
Wardie Square,30/06/2009,11:25,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Inverleith Grove,30/06/2009,11:40,A,3,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Laverockbank Gardens,30/06/2009,12:05,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Annfield Street,30/06/2009,12:15,B,2,2,1,1,2,2,1,0,0,1,0,1,0,1,0,1,0,1,0
Pilrig House Close,30/06/2009,12:30,C,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,1,0,0,0
Spey Terrace,30/06/2009,12:40,C,2,2,1,2,2,2,1,0,0,1,1,1,1,1,0,1,0,1,0
Dryden Gardens,30/06/2009,12:50,C,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,1,0,0,0
Hillside Crescent,30/06/2009,12:55,B,2,1,1,1,2,1,1,0,0,1,0,1,1,1,0,1,0,0,0
Hillside Street,30/06/2009,13:05,B,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,1,0,0,0
Elmwood Terrace,30/06/2009,13:15,B,2,2,1,1,2,2,1,0,0,1,1,1,0,1,1,1,0,1,0
Oakville Terrace,30/06/2009,13:25,A,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Ryehill Grove,30/06/2009,13:35,C,2,2,2,2,2,2,1,0,0,1,1,1,0,1,0,1,0,1,0
Wellington Place,30/06/2009,13:45,B,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Marine Esplanade,30/06/2009,13:55,B,4,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0
Marine Esplanade,30/06/2009,14:05,D,4,1,1,1,4,4,1,0,0,1,1,1,1,1,0,0,0,0,0
Bellevue Street,30/06/2009,14:20,B,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,1,0,0,0
Brandon Street,30/06/2009,14:35,B,2,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
Inverleith Terrace Grove,30/06/2009,14:45,C,3,3,1,1,1,3,1,0,0,1,0,1,0,1,0,0,0,1,0
Hugh Miller Place,30/06/2009,14:55,A,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Logie Green Gardens,30/06/2009,15:05,B,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,1,0,0,0
Beaverhall Road,30/06/2009,15:15,C,2,2,3,3,4,3,3,0,0,1,1,1,1,1,1,1,0,1,0
Baird Avenue,23/06/2009,08:35,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Saughtonhall Circus,23/06/2009,08:40,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Forrester Park Drive,23/06/2009,09:00,B,3,1,1,1,2,2,1,0,0,0,1,1,1,1,0,0,0,0,0
Forrester Park Drive,23/06/2009,09:00,C,3,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Broombank Terrace,23/06/2009,08:55,B,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Clerwood Terrace,23/06/2009,09:15,B,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Drumbrae Crescent,23/06/2009,09:10,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
North Gyle Farm Court,23/06/2009,09:30,A,3,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Glasgow Road,23/06/2009,09:30,B,3,1,1,1,2,2,1,0,0,0,1,0,1,1,1,0,0,0,0
Glasgow Road,23/06/2009,09:30,B,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Glasgow Road,23/06/2009,09:30,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Glasgow Road,23/06/2009,09:30,B,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Glasgow Road,23/06/2009,09:35,B,3,1,1,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0
Old Liston Road,23/06/2009,09:40,B,4,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Dundas Avenue,23/06/2009,10:00,B,3,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
Standingstane Road,23/06/2009,10:30,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Standingstane Road,23/06/2009,10:30,B,4,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
Standingstane Road,23/06/2009,10:30,B,4,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Braehead Road,23/06/2009,13:35,B,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Avon Road,23/06/2009,13:40,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gamekeepers Road,23/06/2009,13:40,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Barnton Avenue,23/06/2009,13:40,B,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Barnton Avenue,23/06/2009,13:40,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Barnton Avenue,23/06/2009,13:40,B,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Vivian Terrace,23/06/2009,13:15,B,3,1,1,1,1,2,2,0,0,1,1,0,0,1,0,0,0,0,0
Addiston Farm Road,23/06/2009,07:00,B,4,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Addiston Farm Road,23/06/2009,07:00,B,4,1,1,1,2,2,1,0,0,0,1,0,1,1,0,0,0,0,0
Freelands Road,23/06/2009,07:15,B,4,1,1,1,2,2,1,0,0,0,0,1,1,1,0,0,0,0,0
Freelands Road,23/06/2009,07:15,B,4,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Freelands Road,23/06/2009,07:15,B,4,2,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0
Hutchison Crossway,23/06/2009,08:05,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Hutchison Crossway,23/06/2009,08:05,B,3,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Murieston Terrace,23/06/2009,08:19,B,2,1,1,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0
Temple Park Crescent,23/06/2009,08:15,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Stewart Terrace,23/06/2009,10:05,A,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Curriehill Castle Drive,23/06/2009,13:20,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Curriehill Castle Drive,23/06/2009,13:25,B,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Whitelea Road,23/06/2009,13:30,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Oxgangs Farm Drive,23/06/2009,13:45,B,3,1,1,1,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0
Oxgangs Brae,23/06/2009,13:40,B,3,1,1,2,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0
Buckstone Gardens,23/06/2009,14:50,B,3,1,1,1,2,2,1,0,0,0,0,1,1,1,0,0,0,0,0
Sighthill Park,23/06/2009,14:50,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Bankhead Broadway,23/06/2009,14:05,B,3,1,1,1,2,2,1,0,0,0,1,0,1,1,0,0,0,0,0
Inglis Green Road,23/06/2009,15:00,B,3,1,1,2,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0
Gillespie Road,23/06/2009,13:00,B,3,1,1,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Gillespie Road,23/06/2009,13:00,B,3,1,1,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Woodhall Bank,23/06/2009,13:10,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
COCKBURNHILL ROAD,09/09/2009,11:47,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
COCKBURNHILL ROAD,09/09/2009,11:50,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
COCKBURNHILL ROAD,09/09/2009,11:53,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CURRIEVALE DRIVE,09/09/2009,11:35,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CURRIEVALE DRIVE,09/09/2009,11:38,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CURRIEVALE DRIVE,09/09/2009,11:41,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CURRIEHILL ROAD,09/09/2009,11:27,B,4,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
CURRIEHILL ROAD,09/09/2009,11:30,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CURRIEHILL ROAD,09/09/2009,11:32,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CRAIGPARK CRESCENT,09/09/2009,12:30,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
HILLWOOD ROAD,09/09/2009,13:54,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
STEWART PLACE,09/09/2009,11:44,C,3,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
PATH BRAE,09/09/2009,13:28,B,4,1,1,1,2,2,1,0,0,1,0,0,0,1,0,1,0,0,0
NEWHALLS ROAD,09/09/2009,12:58,C,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
LONGCROOK,09/09/2009,13:06,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
LONGCROOK,09/09/2009,13:08,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
LONGCROOK,09/09/2009,13:10,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
"BUILYEON ROAD, SOUTH QUEENSFERRY",09/09/2009,10:14,B,4,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0
WHITEHOUSE ROAD,09/09/2009,12:35,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
WHITEHOUSE ROAD,09/09/2009,12:37,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
WHITEHOUSE ROAD,09/09/2009,12:39,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
WHITEHOUSE ROAD,09/09/2009,12:41,B,3,1,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1
HOUSE O'HILL CRESCENT,08/09/2009,12:40,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
HOUSE O'HILL ROW,08/09/2009,12:45,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
MUIRHOUSE AVENUE,08/09/2009,11:52,B,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
FERRY ROAD DRIVE,08/09/2009,11:40,B,2,1,1,1,2,2,1,0,0,1,1,1,0,1,1,0,0,1,0
FERRY ROAD DRIVE,08/09/2009,11:43,C,2,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,1,0
AFTON PLACE,08/09/2009,11:33,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY ROAD,08/09/2009,11:25,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY ROAD,08/09/2009,11:27,B,3,1,1,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
INDUSTRY LANE,08/09/2009,10:52,B,2,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
SUMMERSIDE STREET,08/09/2009,10:47,B,2,1,1,2,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
COUPER STREET,08/09/2009,10:55,B,2,1,1,2,1,2,1,0,0,1,1,0,0,1,0,0,0,1,0
PIER PLACE,08/09/2009,11:20,C,2,1,1,2,2,2,1,0,0,1,1,1,1,1,0,0,0,0,1
DRUM BRAE TERRACE,09/09/2009,10:58,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
DRUM BRAE TERRACE,09/09/2009,11:00,B,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
BURNBRAE,09/09/2009,10:30,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
HILLVIEW CRESCENT,09/09/2009,11:09,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
CORSTORPHINE HILL AVENUE,09/09/2009,10:51,B,3,1,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0
HILLVIEW ROAD,09/09/2009,11:12,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
HILLVIEW ROAD,09/09/2009,11:15,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
WESTER COATES GARDENS,09/09/2009,11:37,B,3,1,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0
WESTER COATES GARDENS,09/09/2009,11:39,B,3,1,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0
RAVELSTON DYKES,09/09/2009,12:20,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
RAVELSTON DYKES,09/09/2009,12:21,B,3,1,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1
RAVELSTON DYKES,09/09/2009,12:23,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
HOPE STREET,08/09/2009,13:30,B,1,1,1,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0
YOUNG STREET LANE NORTH,08/09/2009,13:40,B,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
RANDOLPH PLACE,08/09/2009,13:30,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
MILNACRE,08/09/2009,10:43,B,2,1,1,2,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
BELLEVUE LANE,08/09/2009,10:37,B,2,1,1,2,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
GREENSIDE LANE,08/09/2009,10:30,B,1,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
GAYFIELD PLACE,08/09/2009,10:00,B,2,1,1,1,1,2,1,1,0,1,1,0,0,1,0,0,0,0,0
BROAD WYND,08/09/2009,11:00,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,1
SOUTH GYLE MAINS,09/09/2009,11:23,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
SOUTH GYLE MAINS,09/09/2009,11:24,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
SOUTH GYLE MAINS,09/09/2009,11:25,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH GYLE MAINS,09/09/2009,11:26,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
CRAIGMOUNT LOAN,09/09/2009,11:04,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
KINGSKNOWE PARK,09/09/2009,13:49,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ALEXANDER DRIVE,09/09/2009,10:06,B,2,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
WESTFIELD COURT,09/09/2009,10:12,B,2,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
STENHOUSE MILL WYND,09/09/2009,10:36,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
WHITE PARK,09/09/2009,10:09,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CALEDONIAN ROAD,09/09/2009,10:21,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
MURIESTON LANE,09/09/2009,10:15,B,2,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
MURIESTON CRESCENT,09/09/2009,10:18,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
SPITTAL STREET LANE,08/09/2009,13:45,B,1,1,1,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
HIGH RIGGS,08/09/2009,13:50,B,1,1,1,2,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0
VALLEYFIELD STREET,08/09/2009,,B,2,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
DALKEITH ROAD,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
DALKEITH ROAD,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
DALKEITH ROAD,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
DALKEITH ROAD,08/09/2009,,B,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
WHITEHORSE CLOSE,08/09/2009,14:10,A,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
WILLOWBRAE AVENUE,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,1,0,0,0,0
PAISLEY CRESCENT,08/09/2009,,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"MOUNTCASTLE CRESCENT 164 - MOUNTCASTLE TERRACE 97, PATH",08/09/2009,,B,3,1,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0
CLAREBANK CRESCENT,08/09/2009,11:08,B,3,1,1,1,1,2,1,0,0,1,1,1,0,1,1,0,0,0,0
LOCHEND ROAD,08/09/2009,12:10,B,4,1,1,2,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0
LOCHEND ROAD,08/09/2009,12:12,B,4,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
LOCHEND ROAD,08/09/2009,12:17,B,4,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
TELFERTON EAST,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
