Street Name,Date,Time,Grade,Zone,Dogfoul,Vandalism,Graffiti,Weeds,Detritus,Fly Posting,Bin Count,Number Overflowing,Smoking,Drinks,Confectionery,Fast Food,Pedestrian Individual,Business,Domestic,Construction,Animal Faeces,Other
Baberton Mains Avenue,27/01/2010,12:59,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Capelaw Road,27/01/2010,11:56,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Blinkbonny Road,27/01/2010,12:45,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Blinkbonny Road,27/01/2010,12:47,B,4,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Blinkbonny Road,27/01/2010,12:48,B,4,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Calder Place,27/01/2010,13:03,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Sighthill Drive,27/01/2010,13:20,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Sighthill Drive,27/01/2010,13:22,B,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Sighthill Drive,27/01/2010,13:25,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Broomhouse Row,27/01/2010,13:15,B,2,2,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0
Peffer Place Industrial Estate,28/01/2010,14:40,B,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Glenlee Avenue,28/01/2020,14:47,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Rosefield Street,28/01/2010,15:01,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Coillesdene Drive,28/01/2010,15:08,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Durham Road South,28/01/2010,15:13,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Durham Gardens North,28/01/2010,15:16,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Southfield Farm Grove,28/01/2010,15:22,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Alan Breck Gardens,27/01/2010,08:30,C,2,3,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0
Alan Breck Gardens,27/01/2010,08:37,C,2,3,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0
Traquair Park West,27/01/2010,14:28,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Saunders Court,27/01/2010,15:05,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
"High Street, South Queensferry",27/01/2010,09:15,A,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"Loch Road, South Queensferry",27/01/2010,13:34,B,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Campbell Avenue,27/01/2010,15:00,C,3,3,1,1,2,1,1,0,0,1,1,1,0,1,0,0,0,1,0
Coltbridge Vale,27/01/2010,15:20,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Craigleith Crescent,27/01/2010,14:05,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Craigleith Crescent,27/01/2010,14:10,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Craigleigh Avenue North,27/01/2010,14:15,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Craigleigh Rise,27/01/2010,14:20,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"John Mason Court, South Queensferry",27/01/2010,09:15,C,3,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
"Lovers Lane, South Queensferry",27/01/2010,09:27,B,4,1,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0
"Lovers Lane, South Queensferry",27/01/2010,10:00,B,4,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
"Atheling Grove, South Queensferry",27/01/2010,10:15,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Lawson Crescent,27/01/2010,10:25,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Carmel Road,27/01/2010,10:50,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Fairview Road,27/01/2010,11:30,C,4,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Fairview Road,27/01/2010,11:40,C,4,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
"Craigievar Wynd, Kilchurn Court",27/01/2010,12:10,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Bughtlin Gardens,27/01/2010,12:30,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
South Gyle Access,27/01/2010,12:45,C,4,1,1,1,2,2,1,0,0,1,0,0,0,1,1,0,0,0,0
Drumsheugh Gardens,,09:50,B,2,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Drumsheugh Gardens,,09:55,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Hope Lane,,10:05,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
South East Lane,,10:10,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Old Assembley Close,,10:15,B,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Burnets Close,,10:20,B,1,2,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Tweedale Court,,10:20,B,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Hillend Place,,10:37,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Academy Street,,10:42,B,2,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Kirk Street,,10:44,B,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Fillyside Avenue,,10:52,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Whins Place,,10:57,B,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Lee Crescent,,11:00,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Brand Drive,,11:05,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Durham Avenue,,11:11,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Durham Avenue,,11:12,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Magdalene Drive,,11:09,B,2,1,1,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Magdalene Drive,,11:09,B,2,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Magdalene Drive,,11:10,B,2,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Gilmerton Road,,11:21,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Gilmerton Road,,11:21,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Gilmerton Road,,11:22,C,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Gilmerton Road,,11:22,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Gilmerton Road,,11:23,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Kingston Avenue,,11:30,B,3,1,1,1,2,3,1,0,0,1,1,0,0,1,0,0,0,0,0
Kingston Avenue,,11:30,C,3,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Kingston Avenue,,11:31,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Moredunvale Place,,11:35,C,3,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Gilmerton Dykes Street,,11:38,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Gilmerton Dykes Street,,11:38,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Mayfield Gardens Lane,,11:50,B,4,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Montagu Terrace,,11:52,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Melville Drive,,11:53,A,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Melville Drive,,11:56,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Melville Drive,,11:57,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Melville Terrace,,11:54,B,2,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
Rillbank Crescent,,11:54,B,2,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Argyle Park Terrace,,11:58,A,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Glen Street,,12:03,B,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Archibald Place,,12:05,B,1,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Warrender Park Terrace,,13:05,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Strathern Road,,13:10,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Whitehouse Terrace,,13:10,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Churchhill Place,,13:12,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Albert Place,,13:14,A,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Morningside Place,,13:15,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Merchiston Place,,13:20,B,3,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Merchiston Mews,,13:21,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Belmont Road,,13:30,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Belford Mews,,13:35,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Cammo Gardens,,08:05,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
North Bughtlin Gate,,08:13,B,3,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
Parkside,,09:00,C,2,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Hallcroft Rise,,09:15,B,3,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Main Street Ratho,,09:27,B,3,1,1,1,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0
Kirkliston Road,,10:00,B,4,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Gote Lane,,10:20,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Villa Road,,10:33,B,4,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Echline Park,,10:50,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Redheughs Avenue,,11:15,B,3,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Hayfield,,11:40,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Beechmont Crescent,,11:50,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Orwell Place,,12:10,B,2,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0
Woodfield Park,,12:35,B,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Whitelea Crescent,,12:57,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Whitelea Crescent,,13:05,B,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Stair Park,,09:30,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Pilrig Street,,09:45,B,2,1,1,2,1,2,1,1,0,1,1,0,0,1,0,0,0,0,0
Claremont Crescent,,10:20,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Pilton Avenue,,10:45,C,3,2,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0
Dudley Grove,,11:10,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Zetland Place,,11:30,B,3,1,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Granton Gardens,,12:00,C,3,2,2,2,2,2,1,0,0,1,1,1,1,1,0,1,0,1,0
Muirhouse Parkway,,12:20,C,2,3,3,3,2,2,1,0,0,1,1,1,1,1,0,1,0,1,0
West Pilton Crescent,,12:45,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Easter Drylaw Bank,,13:00,B,3,1,1,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Telford Gardens,,13:20,B,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
Orchard Brae,,13:45,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Craigleith Hill Gardens,,14:10,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Keith Row,,14:30,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Silverknowes Midway,,14:50,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Barnton Loan,,15:10,B,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Drumbrae Park,,15:30,B,3,2,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0
Broompark Road,,09:15,B,3,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
Frogston Grove,,10:00,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Buckstone Wynd,,10:30,A,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Cluny Avenue,,11:00,B,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Cluny Place,,11:15,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Colinton Mains Gardens,,11:45,C,3,2,1,2,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0
Oxgangs Place,,12:10,C,3,1,2,2,2,2,1,0,0,1,1,0,1,1,0,1,0,0,0
Otterburn Park,,12:35,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Kingsknowe Court,,12:50,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Walkers Court,,13:10,D,3,3,2,3,3,3,2,0,0,1,1,1,1,1,0,1,0,1,0
Hillsland Gardens,,13:40,C,3,1,1,1,2,1,2,0,0,1,0,1,0,1,0,0,0,0,0
Murrayburn Gate,,14:00,C,3,2,1,1,2,1,1,0,0,1,1,1,1,1,0,0,0,1,0
Lothian Road,06/06/2009,09:54,B,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
Lothian Road,06/06/2009,09:57,B,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Haymarket Yards,06/06/2009,09:43,B,2,1,1,4,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Bughtlin Green,09/06/2009,09:56,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Blackthorn Court,09/06/2009,10:18,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,1,0,0,0,0
Parkgrove Terrace ,09/06/2009,10:26,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Parkgrove Terrace ,09/06/2009,10:27,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Craigs Loan,09/06/2009,11:24,C,3,1,1,1,2,1,1,0,0,1,1,1,1,1,0,0,0,0,0
South Gyle Wynd,09/06/2009,11:46,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Westerbroom Avenue ,09/06/2009,12:13,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Westerbroom Avenue ,09/06/2009,12:15,B,3,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Hillview Drive ,09/06/2009,13:40,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Corstophine Bank Avenue ,09/06/2009,13:49,B,3,1,1,1,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Kinellan Road,09/06/2009,14:12,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Ravelston Dykes Road,09/06/2009,14:18,B,3,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Ravelston Dykes Road,09/06/2009,14:20,B,3,2,1,1,1,3,1,0,0,1,0,1,0,1,0,0,0,1,0
Roseburn Cliff,09/06/2009,14:44,B,3,2,1,1,2,4,1,0,0,1,0,0,0,1,0,0,0,1,0
Hampton Place,09/06/2009,14:52,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Pembroke Place,09/06/2009,14:54,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Roseburn place,09/06/2009,14:59,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Elder Street,10/06/2009,10:45,C,1,1,1,2,2,3,2,0,0,1,1,1,1,1,0,0,0,0,0
Parliament Square,10/06/2009,11.33,B,1,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Sinclair Close,10/06/2009,10:32,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Haillesland Gardens ,10/06/2009,14:08,D,2,1,1,1,3,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Stevenson Grove,10/06/2009,10:58,B,3,1,1,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Saughton Mains Avenue ,10/06/2009,11:19,C,3,2,1,1,1,2,1,0,0,1,1,1,1,1,0,0,0,1,0
Fairbrae,10/06/2009,11:26,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Roull Road,10/06/2009,11:58,B,3,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Broomhall Gardens ,10/06/2009,12:04,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Redhall Grove,10/06/2009,14:26,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Redhall Drive ,10/06/2009,14:29,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Priesthill Street,10/06/2009,15:20,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Cadogan Road,10/06/2009,15:47,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Wolrige Road,10/06/2009,15:50,B,3,1,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0
Kirk Brae,10/06/2009,15:55,B,3,1,1,1,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0
Ravenswood Avenue ,10/06/2009,16:08,B,3,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Ravenswood Avenue ,10/06/2009,16:10,B,3,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Drum Cottages,11/06/2009,10:05,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,1,0,0,0,0
Candlemaker Crescent ,11/06/2009,10:13,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Westland Cottages,11/06/2009,10:20,B,3,1,1,1,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0
Cameron Park,11/06/2009,14:33,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Glenisla Gardens,11/06/2009,15:12,A,3,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Fountainhall Road,11/06/2009,15:25,B,3,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Fountainhall Road,11/06/2009,15:26,B,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
West Pilton Bank,12/06/2009,14:49,C,2,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
Braehead Bank,12/06/2009,10:30,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Essex Road,12/06/2009,10:35,B,3,1,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Kirk Cramond,12/06/2009,11:06,B,3,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Barnton Park Crescent ,12/06/2009,11:25,B,3,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
Barnton Park Place,12/06/2009,11:31,B,3,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
Queensferry Road,12/06/2009,11:35,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Queensferry Road,12/06/2009,11:36,B,3,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Silver Knowes Court,12/06/2009,12:10,B,3,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Boswell Place,12/06/2009,13:30,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Boswell Square ,12/06/2009,13:33,B,3,2,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
Chesnut Street,12/06/2009,13:59,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Maybury Road,12/06/2009,10:14,B,4,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Maybury Road,12/06/2009,10:15,B,4,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Westshore Road,12/06/2009,14:04,B,4,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Westshore Road,12/06/2009,14:06,B,4,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Westshore Road,12/06/2009,14:08,B,4,1,1,1,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0
West Silvermills Lane,15/06/2009,11:41,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bangholm Loan,15/06/2009,10:04,B,3,1,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Denham Green Place ,15/06/2009,10:55,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bedford Court,15/06/2009,11:56,B,3,2,1,2,3,1,1,0,0,1,1,1,1,1,0,0,0,1,0
Orchard Bank,15/06/2009,12:14,B,3,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
Orchard Drive ,15/06/2009,12:18,B,3,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Groathill Avenue ,15/06/2009,13:41,B,3,1,1,1,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Groathill Gardens West,15/06/2009,13:44,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Easter Drylaw Avenue ,15/06/2009,13:50,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Easter Drylaw Loan,15/06/2009,13:53,B,3,1,1,1,3,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Ravelrig Road,17/06/2009,11:45,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Ravelrig Road,17/06/2009,11:46,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,1,0,0,0,0
Johnsburn Road,17/06/2009,12:04,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Johnsburn Road,17/06/2009,12:05,B,3,1,1,1,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0
Foulis Crescent ,17/06/2009,13:44,B,3,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Haughhead Farm,17/06/2009,11:37,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Haughhead Farm,17/06/2009,11:38,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Viewcraig Gardens,19/06/2009,14:53,B,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Niddrie House Park,23/06/2009,10:13,B,2,2,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0
Cowgatehead,24/06/2009,09:44,B,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Wolseley Terrace,24/06/2009,10:44,B,2,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Pattison Street,24/06/2009,12:19,B,2,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Constitution Place,24/06/2009,12:37,B,2,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
Constitution Street,24/06/2009,12:51,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Rodney Street,25/06/2009,09:45,B,2,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
Shaws Square,25/06/2009,10:22,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
South Gayfield Lane,25/06/2009,10:26,B,2,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Sheriff Brae,25/06/2009,11:09,B,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
North Leith Mill,25/06/2009,11:20,C,2,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
Hamilton Wynd,25/06/2009,11:41,B,2,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
Notrh Hillhousefield,25/06/2009,11:45,B,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Industry Lane,25/06/2009,11:50,B,2,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
Broughton Road,25/06/2009,12:20,B,2,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
Broughton Road,25/06/2009,12:24,B,2,1,3,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0
Claremont Terrace,25/06/2009,12:27,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Bonnington Road,25/06/2009,12:33,B,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Pilrig Street,25/06/2009,12:40,B,2,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
Pilrig Street,25/06/2009,12:42,B,2,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
Pilrig Heights,25/06/2009,12:46,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Bonnington Road Lane,25/06/2009,13:00,B,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Wester Coates Terrace,28/04/2010,07:15,A,3,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Saughton Park,28/04/2010,09:25,B,3,1,1,1,3,3,1,0,0,0,1,1,0,1,0,0,0,0,0
Carrick Knowe Road,28/04/2010,09:40,B,3,2,1,1,3,3,1,0,0,0,1,0,0,1,0,0,1,1,0
Carrick Knowe Road,28/04/2010,09:50,C,3,2,1,1,3,3,1,0,0,1,1,0,0,1,0,0,0,1,0
